barcode,product_name,brands,categories,ingredients,energy_kcal,fat_g,saturated_fat_g,carbohydrates_g,sugars_g,fiber_g,protein_g,salt_g,sodium_g,nutriscore_grade,nutriscore_score,nova_group
8901262071086,Dark Passion Coated Wafer Layers,Amul,Chocolates,"Chocolayer (55%): Sugar, cocoa butter, cocoa solids, emulsifiers (322, 476), artificial flavouring substances (vanilla, cocoa); Wafer (45%): Wheat flour, sugar, partially hydrogenated refined vegetable oil (palm kernel oil), cocoa solids, emulsifier (322), raising agent [500(i)], flour treatment agent [1101(i)].",520,28.7,16.7,61.3,32,0,5.3,0.05,0.02,e,25,4 - Ultra processed food and drink products
0840205718573,Potato spicy biscuit,Pran,Biscuits,,456,14.8,5.6,72.8,22,0,8,2.45,0.98,e,28,
8908001017046,Cornitos nacho crips,,Corn chips,,0,100,1000,0,0,0,0,15,6,e,30,
7622201757212,Original Oreo,"Oreo, Cadbury",Chocolate sandwich cookies,"Refined Wheat Flour (Maida), Sugar, Fractionated Fat, Palmolein, Invert Sugar, Cocoa Solids (2%), Leavening Agents (500(ii), 503(ii)), Starch, lodised Salt, Emulsifier (322), Nature Identical Flavouring Substances. Allergen Information: Contains Wheat, Sulphites, Soy. May Contain Milk and Barley.",438,19.6,9.7,71.9,38.8,0,5.2,1.05,0.42,e,30,4 - Ultra processed food and drink products
8901063017719,50 50 Golmaal,Britannia,Biscuits,"REFINED WHEAT FLOUR (MAIDA), REFINED PALM & PALMOLEIN OIL, SUGAR (20.5%), RAISING AGENTS [503(ii), 500(ii) & 341(1)], CUMIN BLACK (KALONJI) (0.9%), IODISED SALT, INVERT SUGAR SYRUP, MILK SOLIDS, EMULSIFIERS [322(i) & 4711, NATURE IDENTICAL FLAVOURING SUBSTANCES, DOUGH CONDITIONER (223), IMPROVER [1101(i)] AND COLOUR (102). (Numbers in brackets as per International Numbering System) CONTAINS WHEAT, MILK, SOYA AND SULPHITE.",508,23.2,11.2,68.4,21.8,0,6.4,1.145,0.458,e,27,4 - Ultra processed food and drink products
8902979010559,Belgian Chocolate Milkshake,Cavin's,"Bars, Flavoured milks","Double toned milk, Sugar, Cocoa solids (1.5%), Flavour (Artificial (Belgian chocolate) Flavouring substances), Stabilizer (INS 412, INS 415, INS 407), Sequestrants (INS 451(i)), Belgian chocolate (0.1%) (Emulsifier (INS 322(i)), Flavour (Natural flavouring substance)), Emulsifier (INS 471). ALLERGEN ADVICE: Contains Milk",172.6,4.6,2.9,27,25.1,0,5.8,0.4025,0.161,e,17,4 - Ultra processed food and drink products
8902433005688,Galaxy Fusions Dark Chocolate,Galaxy,Dark chocolates,,568,43.1,25.8,30.8,27,0,7.5,0.016,0.0064,e,23,
7622201756697,Oreo,Cadbury,"Filled biscuits, Biscuit (cookie) snack w chocolate filling","Refined Wheat Flour (Maida), Sugar, Fractionated Fat, Palmolein, Invert Sugar, Cocoa Solids (2%), Leavening Agents (500(i), 503(ii)), Starch, lodised Salt, Emulsifier (322), Nature Identical Flavouring Substances. Allergen Information: Contains Wheat, Sulphite, Soy. May Contain Milk and Barley.",483,19.6,9.7,71.9,38.8,3,5.2,0.42,0.168,e,28,4 - Ultra processed food and drink products
8906001385295,Kaju Khajoor Cookies,Cremica,Biscuits,"WHEAT FLOUR, SUGAR, EDIBLE VEGETABLE OILS (PALM), INVERT SYRUP, CASHEW NUTS (1.6%), BUTTER, RAISING AGENTS [INS-503 (ii), INS-500 (ii)], MAIZE STARCH, EDIBLE COMMON SALT, DATES (0.3%), MILK SOLIDS, PERMITTED EMULSIFIERS (INS-322, INS - 471), STABILISING AGENT [INS-450(i)], DOUGH CONDITIONER (INS-223).  CONTAINS PERMITTED NATURAL COLOUR (INS-160b) AND ADDED FLAVOURS (ARTIFICIAL FLAVOURING SUBSTANCES - BUTTER, MILK VANILLA AND NATURE IDENTICAL FLAVOURING SUBSTANCE-BUTTER).  CONTAINS WHEAT, MILK, SOYA & SULPHITE AS HYPERSENSITIVE INGREDIENTS.",478,19.6,9.7,67.8,25,2,7.4,0.9375,0.375,e,25,4 - Ultra processed food and drink products
8904004412956,Navratan mix,Haldiram Snacks Pvt. Ltd.,Snacks,"Edible Vegetable Oil (Palmolein, Cotton Seed, Corn, Sunflower, Rice Bran), Rice Flakes, Groundnut (Peanuts), Refined Sugar, Cashews, Raisin, Bengal Gram Flour (Besan), Tapioca Starch, Spinach, Fennel, Sesame Seeds, lodised Salt, Red Chilli Powder, Curry Leaves, Turmeric Powder, Black Pepper Powder, Acidity Regulator (INS 330), Pipal, Black Salt, Dried Ginger Powder, Cumin, Bay Leaves, Clove, Asafoetida, Nutmeg, Cinnamon & Colour (INS 141). Allergen: Contains Peanuts, Cashews & Sesame Seeds May Contains Other Tree Nuts, Milk, Soy, Mustard Seed & Sulphite.",2450,40.9,15.25,43.75,6.35,0,10.6,1.09,0.436,e,23,4 - Ultra processed food and drink products
8906009072784,Biscott,Unibic,Biscuits,,470,18,10.5,71,30,0,6,0.6,0.24,e,25,
8904063220424,Takatak Chatpata Masala,Haldiram's,"Crisps, Crackers (Appetizers), Puffed salty snacks made from maize, fried-snacks","Rice Meal, Edible Vegetable Oil (Palmolein Oil, Cotton Seed, Rice Bran), Corn Meal (23%), Gram Meal, &quot;Spices and Condiments (Red Chilli Powder (0.8%), Raw Mango Powder, Coriander Powder (0.25%), Cumin Powder, Garlic Powder, Anise Powder (0.1%), Black Pepper Powder, (0.01%), Nutmeg Powder, Cinnamon Powder, Onion Powder, Spices Extract), lodised Salt, Whey Powder, Maltodextrin, Dextrose, Sugar Powder, Acidity Regulators (INS 296 & INS 330), Natural and Nature Identical Flavouring Substances. *Used as natural flavouring agent",543,35,17,50,0.5,0,7,2.0675,0.827,e,26,4 - Ultra processed food and drink products
8901491410106,Uncle Chiprs,10 rs,Potato crisps,"Potato, Edible Vegetable Oil (Palmolein), &quot;Seasoning (Sugar, lodised Salt, &quot;Spices and Condiments, Acidity Regulators (330, 334, 296), Maltodextrin, Edible Starch, Salt Substitute (Potassium Chloride), Milk Solids, Anticaking Agents (551,470), Flavour Enhancers (631, 627), Color (150d), Flavour (Natural and Nature Identical Flavouring Substances), Modified Starch (1450)). *As flavouring agent. &quot;Contains Onion ALLERGEN ADVICE: Contains Milk .co.in/en-IN/live/story/uncle-chipps",536,32.4,7.4,54.2,1.2,0,6.8,2.2425,0.897,e,24,4 - Ultra processed food and drink products
8901262010016,Amul Pasteurized Butter,Amul,Butters,"Butter, common salt. CONTAINS PERMITTED NATURAL COLOUR [ANNATTO]",714.28571,78.57143,50,0,0,0,0,2.05357,0.821428,e,29,4 - Ultra processed food and drink products
8901262200196,Amul Masti Spiced Buttermilk 200ml,Amul,"Beverages, Milks, Buttermilks","Milk solids, water, iodised salt, spices & condiments (1%), stabilizer [460(i)]. Allergen Information: Contains milk.",28.5,1.5,0.95,1.8,1.8,0,1.5,0.625,0.25,c,3,4 - Ultra processed food and drink products
8901262260121,Amul Taaza Milky Milk,"Amul, Amul taaza",Whole pasteurised milks,PASTEURISED HOMOGENISED TONED MILK,29,1.5,1,2.35,2.35,0,1.5,0.05,0.02,c,3,
8901262010320,Amul Butter,AMUL,Butters,"Butter, iodized salt, natural colour (annatto)",724,80,48,0,0,0,1,0,0,e,19,4 - Ultra processed food and drink products
8904083303077,Farm Fresh Sahi Plain Yoghurt,Milky Mist,Yogurts,Pasteurized Toned Milk & Active Lactic Culture,61.8,3,1.9,5.2,5.2,0,3.5,0.1125,0.045,b,1,
8908000794023,Pasteurised full cream milk,Gokul,"Whole milks, Pasteurised full cream milk",,92,6.5,4.9,4.8,4.8,0,3.6,0,0,d,9,
8901262180115,malai paneer fresh,Amul,Paneer,"milk solids , citric acid",312,24,14.4,4,4,0,20,0.024,0.0096,c,7,3 - Processed foods
8902579002299,Smoodh chocolate,Parle Agro,Chocolate milks,"WATER, DOUBLE TONED MILK (40%), SUGAR, WHEY POWDER, MILK SOLIDS, COCOA SOLIDS (1%), MALT EXTRACT, EMULSIFIERS AND STABILIZERS [INS 460(1), INS 471, INS 466, INS 407, INS 340, INS 452], NATURE IDENTICAL FLAVOURING SUBSTANCE (CHOCOLATE) AND IODISED SALT. (INS-INTERNATIONAL NUMBERING SYSTEM) ALLERGEN INFORMATION: CONTAINS MILK, BARLEY, WHEAT AND MILLET: NÚTRITIONAL INFORMATION (TYPICAL VALUES) PER SERVE",83.8,1.8,1.2,14.6,13.7,0,2.3,0.1695,0.0678,e,15,4 - Ultra processed food and drink products
8906009501031,Pasteurised Cow Milk,Chitale,Whole milks,PASTEURISED COW MILK,69,3.8,2.7,5.1,4.7,0,3.6,0.03775,0.0151,c,4,1 - Unprocessed or minimally processed foods
8901262020039,Amul cheese,Amul,Cheeses,"Cheese, emulsifying salts (452, 339, 331), iodized sait, class II preservatives (200, 234)",320,28,16,0,0,0,20,3.5,1.4,e,24,4 - Ultra processed food and drink products
8901262200189,Amul Lassi 200ml,Amul,"Yogurt drinks, Lassi","Milk solids, water, sugar, stabilizer (440), nature identical and artificial flavouring substances (rose), active culture. Allergen Information: Contains milk.",88.5,2.1,1.25,14.5,14.5,0,2.1,0.075,0.03,e,16,4 - Ultra processed food and drink products
8901262150088,Milk,Amul,Whole milks,Milk,58,3,2,4.8,4.8,0,3,0.0925,0.037,c,3,1 - Unprocessed or minimally processed foods
8901262020015,Cheese slices,Amul,"Cheeses, Processed cheese in slices","Cheese, _milk_ solids, emulsifying salts (E452, E339, E341, E331), iodized salt, class II preservatives (E200, E234)",311,25,16,1.5,1.5,0,20,3,1.2,e,20,4 - Ultra processed food and drink products
8901262151696,Amul Lassi 250 ml,Amul,"Yogurt drinks, Dairy based drink","Milk solids, water, sugar, stabilizer (440), nature identical and artificial flavouring substances (rose), active culture. Allergen Information: Contains milk.",87,2,1.2,14,14,0,2,0.065,0.026,e,17,4 - Ultra processed food and drink products
0850006000012,Yaourt nature sucres U,Coca Cola,"Plain yogurt with sugar, Whole milk yogurts",,80,3.3,2.2,9.6,9.6,0,3,0.1,0.04,c,4,
8901262260107,Amul Gold Milky Milk,Amul,"Milks, Full cream milk",Milk,87,6,3.9,5,0,0,3.1,0,0,b,-3,1 - Unprocessed or minimally processed foods
8901262010023,Amul pasteurised butter,Amul,"Cheeses, Butters","Butter,iodized salt, natural colour (annatto) Allergen information:contains milk",724,80,48,0,0,0,1,2.3875,0.955,e,30,4 - Ultra processed food and drink products
8901262020046,Pure Milk Cheese Slices,Amul,Cheeses,"Cheese, Milk Solids, Permitted Emulsifying Salts (E331 & E452) & Common Salt. CONTAINS PERMITTED CLASS II PRESERVATIVES (E200 & E234) BEST BEFORE 9 MONTHS FROM PACKAGING WHEN STORED REFRIGE",311,25,16,1.5,1.5,0,20,3,1.2,e,20,4 - Ultra processed food and drink products
8901262150064,Amul Taaza 1ltr,Amul,"Toned milks, Whole milks",Milk,58.2,3,2,4.8,4.8,0,3,0.0925,0.037,c,3,1 - Unprocessed or minimally processed foods
8902579002497,SMOODH CHOCLATE FLAVORED MILK,"Parle, SMOODH",Dairy drinks,"WATER, DOUBLE TONED MILK (40%), SUGAR, WHEY POWDER, MILK SOLIDS, COCOA SOLIDS (1%), MALT EXTRACT, EMULSIFIERS AND STABILIZERS [INS 460(1), INS 471, INS 466, INS 407. INS 340, INS 452], NATURE IDENTICAL FLAVOURING SUBSTANCE (CHOCOLATE) AND IODISED SALT.",83.8,1.8,1.2,14.6,13.7,0,2.3,0.1695,0.0678,e,15,4 - Ultra processed food and drink products
8901262202220,Dahi Yogurt,Amul,Curd,,65,3.1,0,4.6,0,0,4,0.125,0.05,unknown,0,
8908000794054,Pasteurised Cow Milk,Gokul,Dairies,Milk Solids,67.2,4,2.9,4.7,4.7,0,3.1,0,0,b,2,1 - Unprocessed or minimally processed foods
8904083302292,Greek Yogurt,Milky Mist,Greek-style yogurts,"Pasteurised double toned milk, Milk Solids, Active Lactic Cultures (L.bacillus delbrueckii subsp. bulgaricus, S.thermophilus),",77.8,2.2,1.6,6.5,6.5,0,8,0.1675,0.067,a,-1,
8901262200622,Amul Masti,Amul,Curd,"Pasteurised toned milk, milk solids, active culture",65,3.1,2,4.6,4.6,0,4,0.125,0.05,b,1,1 - Unprocessed or minimally processed foods
8901262202244,Tadka Chhach Probiotic Buttermilk,Amul,"Buttermilks, Chaas","Milk solids, water, iodized salt, spices and condiments (0.8%), active culture, probiotic bacterial strain (Bifidobacterium lactis - minimum 10° CFU per mL).",25,1.3,0.8,1.8,1.8,0,1.4,0.575,0.23,b,2,3 - Processed foods
8902579003470,Smoodh Masala Flavoured Buttermilk,Smoodh,Buttermilks,"WATER, DOUBLE TONED MILK DAHI (40%) (MILK SOLIDS, STARTER CULTURE), IODISED SALT, STABILIZER (INS 466), NATURE IDENTICAL FLAVOURING SUBSTANCES (MASALA) AND ACIDITY REGULATOR (INS 330).",15.74,0.86,0.57,0.73,0.58,0,1.27,0.6147,0.24588,c,3,4 - Ultra processed food and drink products
8902579003456,Smoodh Chaas,"Parle Agro, Smoodh",Flavoured buttermilks,"WATER, DOUBLE TONED MILK DAHI (40%) (MILK SOLIDS, STARTER CULTURE), IODISED SALT, STABILIZER (INS 466), NATURE IDENTICAL FLAVOURING SUBSTANCES (MASALA) AND ACIDITY REGULATOR (INS 330).",15.74,0,0,0.73,0.58,0,1.27,0.6147,0.24588,unknown,0,4 - Ultra processed food and drink products
5410942104158,Passendale classic,"Passendale, Savencia","Cow cheeses, Belgian cheeses, Sliced cheeses, Abbaye cheeses","pasteurized cow's milk, salt, lactic acid ferments, rennet, natural dye: annatto,",353,29,20,0,0,0,23,1.5,0.6,d,14,4 - Ultra processed food and drink products
8901262200028,Dahi,Amul,Yogurts,"Pasteurised toned mil,milk solids,active culture",61.5,3.1,2,4.4,0,0,4,0,0,unknown,0,1 - Unprocessed or minimally processed foods
8901262030243,Amul gee,Amul,Butters,,900,100,65,0,0,0,0,0,0,e,20,2 - Processed culinary ingredients
8906016413792,Badam Flavoured Milk,Godrej Jersey,Flavoured milks,"Double Toned Milk, Sugar, Natural and Synthetic Food colours (INS 150a, INS 102), Flavour (Badam), Vitamin A (Retinyl palmitate), Vitamin D2 (Ergocalciferol)",82.7,1.5,1.1,13.9,13.9,0,3.4,0.12075,0.0483,e,12,4 - Ultra processed food and drink products
8901262152211,Amul Kool Kesar Flavour 180ml,Amul,Fruit and milk beverages,"Milk solids, sugar, artificial flavouring substances (cream flavour, saffron flavour, almond flavour), E102, E110",139,2.7,1.6,23,23,0,5.7,0.1875,0.075,e,14,4 - Ultra processed food and drink products
8902579003302,Smoodh Lassi,Smoodh,"Dairy drinks, Fermented dairy desserts","TONED MILK DAHI (50%) (MILK SOLIDS, STARTER CULTURE), WATER, SUGAR, STABILIZER (INS 466), ACIDITY REGULATOR (INS 330), IODISED SALT AND NATURE IDENTICAL FLAVOURING SUBSTANCE (ROSE).",83.2,1.6,1,15.6,13.4,0,1.6,0.18375,0.0735,e,16,4 - Ultra processed food and drink products
8901262030151,Amul Ghee 1ltr,Amul,"Butters, ghee",Cream,897,99.7,63,0,0,0,0,0,0,e,19,2 - Processed culinary ingredients
8901262060011,Cheese Spread,Amul,Cheese spreads,"Milk Solids, Cheese, Common Salt, Permitted Emulsifiers (E339, E452, E471, E331) and Class II Preservatives (E234, E200)",276,20,13.2,12.8,0,0,11.2,2.1,0.84,e,19,4 - Ultra processed food and drink products
8901071732413,Milk shake chocolate flavour 180ml,Hershey's,"Milks, Milkshakes","Water, Sugar, Milk Solids (8%), Cocoa Solids (0.75%), Emulsifiers (460(i),466, 471), Mineral (Calcium carbonate), Flavours (Nature Identical Flavouring Substances), Sequestrant (339 (ii)), Edible Common Salt, Mineral (Zinc Sulphate), Vitamin E (Acetate), Vitamin A (Acetate), Vitamin D2 (Ergocalciferol), Vitamin B1 (Thiamine Chloride Hydrochloride), & Vitamin B2 (Riboflavin)",90,1.888889,1.388889,16.777778,16.777778,0,1.777778,0.129167,0.051667,e,18,4 - Ultra processed food and drink products
8902979001724,Cavins Masala Chaasa 180 ml,Cavin's,"Dairy drinks, Buttermilks","Water, Milk Solids, iodized salt, Spices and Condiments (0.6%) (Cumin, Ginger, Chilly and Asafoetida), Emulsifier (INS 460(i)), Stabilizer (INS 466) and Mineral & Vitamin premix (Zinc, Vitamin A & D)",21.277778,1.388889,0.944444,1.444444,1.166667,0,0.722222,0.71995,0.28798,c,5,4 - Ultra processed food and drink products
8901262020558,Diced Cheese,Amul,Cheeses,,289,21,13,2,2,0,23,1,0.4,c,10,
8908010900056,Peanut butter,Pintola,"Butters, Peanut butters",,639,49,7,18,3,9,30,0.0475,0.019,a,-9,2 - Processed culinary ingredients
8904083302100,Fruit Yogurt Blueberry,Milky Mist,Fruit yogurts,"Milk & Milk Solids, Sugar, Active Lactic Culture (Lbacillus delbrueckii subsp. bulgaricus, S.thermophilus), Stabilizing agent (INS 440), Fruit Content (6%) from Blueberry preparation (Blueberry Fruit, Sugar, Water, Stabilizer (INS 440), Acidifying agent (INS 330), Preservative (INS 202)), Colours (INS 122, INS 133), Flavor (Nature - Identical Flavoring Substances - Blueberry). Allergen Information: Contains Milk. Manufactured & Marketed by: MILKY MIST DAIRY FOOD PRIVATE LIMITED SF No.: 43/1,2,3, Pattakaranpalayam Village, Perundurai Taluk - 638 057, Erode District, fssai Tamil Nadu, India. Lic. No. 10017042003191 FOR FEEDBACK/ QUERIES CONTACT OUR CUSTOMER CARE EXECUTIVE TOLL FREE NUMBER 1800-419-9000 OR CONTACT AT MFD. & MARKETED BY ADDRESS Write to us: / visit us at: www.milkymist.com Net Quantity: 100 g For Batch No., Date of Packaging, Expiry Date MRP (incl. of all taxes) - SEE TOP OF THE PACK",103.5,3.1,1.3,15.3,15.3,0,3.6,0.0525,0.021,c,5,4 - Ultra processed food and drink products
8904083300021,Paneer,Milky Mist,Paneer,Milk Solids & Vinegar,283,22,12,5.1,5.1,0,16.1,0.3125,0.125,c,9,3 - Processed foods
8904089920490,Heritage Total Curd,heritage,Curd,"Pasteurised Toned Milk & Active Lactic Cultures, Made from Toned Milk Allergen Information: Contains Milk",58,3,2,4.3,0,0,3.3,0.1125,0.045,a,0,
8906009501017,Full cream milk,Chitale,Milks,Milk,93.6,6.4,4.7,5.2,4.8,0,3.8,0.03675,0.0147,d,9,1 - Unprocessed or minimally processed foods
8901262151931,Amul Kadhai Doodh,Amul,Dairy drinks,"Standardized milk, sugar.",176,8.7,5.2,20,20,0,6.7,0.25,0.1,e,19,3 - Processed foods
8901808000068,WeiKFiELD,Weikfield,"Dessert mixes, Custards and pastry creams, Desse","Maize Starch, Iodized Salt, Artificial Flavouring Substance(Vanilla), Synthetic Food Colours (INS 102,110,122)",358,0,0,88.4,0,0,1,0.7,0.28,unknown,0,4 - Ultra processed food and drink products
8901262151368,Moti,Amul,Cow milks,Milk,58,3,2,4.8,4.8,0,3,0.0925,0.037,c,3,1 - Unprocessed or minimally processed foods
8906010090869,Dlecta 100 % cheese,Dlecta,"Mozzarella, Grated cheese","Mozzarella Cheese (Pasteurized Milk, Pasteurized Skimmed Milk, lodised Salt, Firming Agent (INS 509). Microbial Cultures and Microbial Rennet.)",282.5,20.5,12.9,0.5,0.5,0,24,1.6,0.64,d,13,4 - Ultra processed food and drink products
8901058903959,milkmaid 100+ recipes,Nestlé,"Condensed milks, Sweetened condensed milk",Milk solids and Sugar.,303,3.9,2.9,58.4,58.4,0,8.5,0.275,0.11,e,21,3 - Processed foods
8901262153348,Protein Lassi - Rose Flavour,Amul,"Yogurt drinks, Yogurts high in protein on a fruit layer",cholesterol,53.5,0.85,0.5,6,1.6,0,7.5,0.08,0.032,b,-2,
8901262260947,Buffalo Milk A2,Amul,Milks,Milk,91,6.5,4.2,5,5,0,3.2,0.125,0.05,d,9,1 - Unprocessed or minimally processed foods
8904083305071,Pro Biotic Curd,Milky Mist,Curd,"Pasteurised Toned Milk, Active Lactic Culture and Probiotic Culture (Bifidobacterium lactis & Lactobacillus acidophilus)",61.8,3,0,5.2,0,0,3.5,0.1125,0.045,unknown,0,1 - Unprocessed or minimally processed foods
8906117360353,Country Delight Buffalo Milk,Country Delight,Buffalo milks,"Pasteurized Buffalo Milk Fat 6.00% Min., SNF 9.00% Min.",90,6.5,3.8,4.9,4.9,0,3.2,0.1125,0.045,d,8,
8906041150501,Pasteurised Buttermilk,Katraj Dairy,"Milks, Buttermilks","Water, Curd, lodised Salt CONTAINS MILK",0,0,0,0,0,0,1.36,0.22355,0.08942,unknown,0,1 - Unprocessed or minimally processed foods
8901262010344,Garlic & Herbs Buttery Spread,Amul,"Butters, Butter fat","Pasteurised Table Butter, Garlic Herbs Masala (2.5%) (Garlic Powder, Garlic flakes, Oregano leaves, Ghee) and Salt. CONTAINS PERMITTED NATURAL COLOUR [ANNATTO",697.6,77,46,0,0,0,0.5,2.375,0.95,e,30,4 - Ultra processed food and drink products
8906027713546,Dahi,,Yogurts,,60,3,0,4.52,0,0,3.6,0,0,unknown,0,
8902579002329,Smoodh toffee caramel,parley Agro,"Milks, Flavoured milks","MILK SOLIDS, MATER, SUGAR, DEXTROSE, MALT EXTRACT, NATURAL COLOUR (INS 150c) (0.57%), EMULSIFIERS AND STABILIZERS [INS 450(1), INS 471, INS 466, INS 407, INS 340, INS 452), COCOA SOLIDS, MATURE-IDENTICAL AND ARTIFICIAL FLAYOURING SUBSTANCES (CARAMEL, TOFFEE AND YANILLA) AND IODISED SALT. (EQUIVALENT TO 90% N/N DOUBLE TONED MILK) ONS-INTERNATIONAL NUMBERING SYSTEM) ALLERGEN INFORMATION: CONTAINS MILK, BARLEY, WHEAT AND MILLET",95.7,2.3,1.5,15.33,16.35,0,3.42,0.2,0.08,e,14,4 - Ultra processed food and drink products
8902979050913,Covins chocolate milkshake 180ml,Cavins,Chocolate milks,"Toned Milk (84%), Sugar, Cocoa Solids (1.4%), Flavour (Nature Identical Flavouring Substances), Stabilizers (INS 415, INS 412, INS 407), Sequestrant (INS 451(i)), lodized salt.  Allergen Advice: Contains Milk CHOCOLATE FLAVOURED MILKSHAKE.",101.2,2.8,1.8,16.4,16.2,0,2.6,0.2325,0.093,e,17,4 - Ultra processed food and drink products
8901262180016,Malai Paneer,Amul,Paneer,Paneer,314,25,15,4.5,4.5,0,20,0.055,0.022,c,7,3 - Processed foods
8901030976063,horlicks,Horlicks,"Instant beverages, Grated cheese, Sweetened beverages",,0,22,0,0,0,0,0,0,0,unknown,0,
8901262260374,Amul Cow Milk,Amul,Milks,Milk,68,4,2.4,4.9,4.9,0,3.1,0.1175,0.047,c,4,1 - Unprocessed or minimally processed foods
8904083300106,Paneer,Milky Mist,Paneer,Milk Solids & Vinegar,189.3,7,4.8,6.7,6.7,0,25,0.3125,0.125,b,1,3 - Processed foods
8901262040013,Shrikhand,Amul,Dairy desserts,"Milk solids, sugar, elaichi powder (0.1%)",234,5,3,42,42,0,5,0.05,0.02,d,16,3 - Processed foods
8901262152952,Protein Buttermilk,Amul,Yogurt drinks,"_Milk_ solids, water, iodized salt, stabilizers (440, 418), active culture",54,0.5,0.3,4,4,0,7.5,0.000125,0.00005,b,0,4 - Ultra processed food and drink products
8901262153331,Amul Protein Blueberry Shake,Amul,"Milks, Lassi, Flavoured Lassi","Milk solids, water, sweetener (965, 960), blueberry fruit preparation (3.5%) [blueberry fruit, water, nature identical flavouring substances, stabilizer (440), acidity regulator (330), colours (133, 122)], acidity regulator (330), stabilizers (440, 418), artificial flavouring substances (blueberry).",69,0.75,0.5,9.5,1.65,0,10,0.025,0.02,b,0,4 - Ultra processed food and drink products
8906020580572,Paneer,iD,Paneer,MILK AND LEMON CONCENTRATE,301.72,23,15.37,1.18,0,0,18,0.0525,0.021,c,6,3 - Processed foods
8901030975530,Boost milk shake,Boost energy,"Milks, Chocolate milks","Toned Milk (60%), Water, Sugar, Cereal product (3%), Milk Solids, Minerals, Acidity Regulator (INS 339 (ii)), Stabilizers (INS 418, INS 407), Vitamins. Allergen Information: Contains Milk, Wheat, Barley and Soy. fssai",70,107,1.6,11,10,0.1,2.7,175,70,e,30,4 - Ultra processed food and drink products
8901262010207,Butter School Pack,Amul,Butters,"Butter, iodized salt, natural colour (annatto). Allergen Information: Contains milk.",724,80,48,0,0,0,1,2.3875,0.955,e,30,4 - Ultra processed food and drink products
8901262200233,Amul Masti Spiced Buttermilk,Amul,Milks,,29,1.5,1.04,1.8,1.8,0,1.5,0.62,0.248,c,6,
8901262152228,Amul kool elaichi 180ml,Amul,Dairy drinks,"Toned milk, milk solids, sugar, synthetic food colours (102, 133), artificial flavouring substances (elachi). Allergen Information: Contains milk.",90.555556,3.111111,1.888889,12.5,12.5,0,3.111111,0.108333,0.043333,e,13,4 - Ultra processed food and drink products
8906001020196,Go Cheese Slices,Go,Sliced cheeses,"Cheddar cheese (made from microbial enzyme), Milk Solids, Emulsifier (INS 339 (iii), INS 450 (i), INS 452 (i)), lodized salt, Stabilizer (INS 407, INS 415), Preservative (INS 200). Allergen Advice: Contains Milk",280,24,15,2,0,0,14,1.5,0.6,unknown,0,4 - Ultra processed food and drink products
8901063146457,Britannia winking cow chocolate 180ml,Britannia,Chocolate milks,"DOUBLE TONED MILK, WATER, SUGAR, COCOA SOLIDS (CHOCOLATE), EMULSIFIERS AND STABILIZERS (471, 412, 407 & 415), NATURE IDENTICAL & ARTIFICIAL (VANILLA) FLAVOURING SUBSTANCE, ACIDITY REGULATORS (340(ii), 340(iii), 452(i)] AND IODISED SALT.  CONTAINS MILK.",109,2.9,2,16.7,16.2,0,3.9,0.163,0.0652,e,14,4 - Ultra processed food and drink products
8906010360085,Ghee,GRB,Butters,Milk fat,897,99.7,62,0,0,0,0,0,0,e,19,2 - Processed culinary ingredients
8906059635007,GREEK YOGURT natural,epigamia,Greek-style yogurts,"Pasteurized Double Toned Milk, Milk Solids, Stabilizer (Pectin), Permitted Lactic Acid Cultures Active Live Cultures: S.thermophilus, L.bacillus delbrueckii subsp. bulgaricus ALLERGENS: Contains milk. Manufactured in a facility that also processes nuts & cereals containing gluten.",63.529412,2.235294,1.411765,4.705882,4.705882,0,7.647059,0.152941,0.061176,a,-1,4 - Ultra processed food and drink products
8904057395503,Hatsun Curd,Hatsun,Curd,Pasteurized Toned Milk & Active Culture,67,3,1.9,6,6,0,4,0.125,0.05,b,1,1 - Unprocessed or minimally processed foods
8901262200011,Masti Dahi,Amul,"Fruit yogurts, Curd","Pasteurised toned milk, milk solids, active culture. Allergen Information: Contains milk.",55,2.6,1.7,3.9,3.9,0,3.4,0.1075,0.043,b,1,1 - Unprocessed or minimally processed foods
8906036670212,Curd,Nandini,"Milks, Milk curds",Milk Solids (Toned Milk) & Active Culture Allergen Advice: contains Milk,60,3.1,2,4.4,4.4,0,3.7,0.125,0.05,b,2,1 - Unprocessed or minimally processed foods
8901262260091,Amul Taaza,Amul,Whole milks,Pasteurized Homogenized Toned Milk,58,3,2,4.7,4.7,0,3,0.1,0.04,c,3,
8901262153607,Protein Lassi - Plain,Amul,"Dairy drinks, Yogurts","Milk solids, water, sweetener (965, 960), stabilizers [440, 418, 331 (iii)], acidity regulator (330), enzyme (beta galactosidase), active culture. Allergen Information: Contains milk.  'CONTAINS NATURALLY OCCURRING SUGARS'",62,0.85,0.5,6,1.6,0,7.5,0.08,0.032,c,3,4 - Ultra processed food and drink products
8901262202381,Amul Curd,Amul,Curd,"Pasteurised toned milk, active culture.",53,3,2,3.5,3.5,0,3,0.1,0.04,b,1,1 - Unprocessed or minimally processed foods
